FECHA,DISPOSITIVO,TIEMPO DE SESION,TRAFICO DE SUBIDA,TRAFICO BAJADA,SESIONES,USUARIOS,ID ZONA,NOMBRE ZONA,MUNICIPIO
01/11/2021,34fa9f250430,3601,7,173,1,1,1664,7652008002_Valle del Cauca_Palmira_Parque san,PALMIRA
01/11/2021,34fa9f247400,3184,1,9,7,6,1674,7683408001_Valle del Cauca_TuluÃ¡_Coliseo de F,TULUÁ
01/11/2021,34fa9f248e20,8169,242,360,11,8,1674,7683408001_Valle del Cauca_TuluÃ¡_Coliseo de F,TULUÁ
01/11/2021,34fa9f24fe40,6296,20,153,12,4,1645,7613008002_Valle del Cauca_Candelaria_Poblado,CANDELARIA
01/11/2021,34fa9f245430,26019,85,2189,12,9,1646,7623308002_Valle del Cauca_Dagua_Parque El ll,DAGUA
01/11/2021,34fa9f251150,1282,5,78,13,3,1653,7630608002_Valle del Cauca_Ginebra_Parque del,GINEBRA
01/11/2021,34fa9f2486d0,652,2,45,17,6,1713,7624808002_EL CERRITO_PARQUE EL PLACER,EL CERRITO
01/11/2021,34fa9f246090,53444,119,4883,18,16,1694,7631808001_Valle del Cauca_GuacarÃ­_Casa,GUACARÍ
01/11/2021,34fa9f245040,19167,30,937,20,15,1691,7667008001_Valle del Cauca_San Pedro_Parque,SAN PEDRO
01/11/2021,34fa9f249950,16603,46,190,22,10,1645,7613008002_Valle del Cauca_Candelaria_Poblado,CANDELARIA
01/11/2021,34fa9f253130,15376,27,704,25,11,1730,7611308001_BUGALAGRANDE_PARQUE BARRIO COCICOI,BUGALAGRANDE
01/11/2021,34fa9f24a4e0,12383,19,348,25,10,1730,7611308001_BUGALAGRANDE_PARQUE BARRIO COCICOI,BUGALAGRANDE
01/11/2021,34fa9f255690,10736,65,516,26,10,1700,7689508002_Valle del Cauca_Zarzal_Parque,ZARZAL
01/11/2021,34fa9f2446f0,33844,55,1218,28,18,1691,7667008001_Valle del Cauca_San Pedro_Parque,SAN PEDRO
01/11/2021,34fa9f24f2b0,28376,105,2591,29,16,1639,7603608002_Valle del Cauca_AndalucÃ­a_Pista At,ANDALUCÃA
01/11/2021,34fa9f2441d0,3736,12,393,31,3,1653,7630608002_Valle del Cauca_Ginebra_Parque del,GINEBRA
01/11/2021,34fa9f2495a0,10855,28,238,32,11,1716,7640008002_LA UNION_CASA DE LA CULTURA Y ERMI,LA UNION
01/11/2021,8c7a151b1150,10501,23,512,34,20,1635,7614708003_Valle del Cauca_Cartago_casa del v,CARTAGO
01/11/2021,34fa9f24fda0,28096,23,480,37,15,1639,7603608002_Valle del Cauca_AndalucÃ­a_Pista At,ANDALUCÃA
01/11/2021,34fa9f2470e0,21991,72,917,37,16,1716,7640008002_LA UNION_CASA DE LA CULTURA Y ERMI,LA UNION
01/11/2021,34fa9f2474f0,27424,32,668,41,14,1713,7624808002_EL CERRITO_PARQUE EL PLACER,EL CERRITO
01/11/2021,34fa9f248b50,109502,381,3620,42,34,1702,7689208003_Valle del Cauca_Yumbo_Polidepo,YUMBO
02/11/2021,34fa9f254a60,146040,346,9522,127,63,1633,7614708001_Valle del Cauca_Cartago_Plaza de M,CARTAGO
02/11/2021,34fa9f2523d0,207947,349,7124,145,87,1633,7614708001_Valle del Cauca_Cartago_Plaza de M,CARTAGO
02/11/2021,34fa9f252d00,70098,113,917,54,36,1635,7614708003_Valle del Cauca_Cartago_casa del v,CARTAGO
02/11/2021,8c7a151b1150,20625,84,1383,39,22,1635,7614708003_Valle del Cauca_Cartago_casa del v,CARTAGO
02/11/2021,34fa9f248c40,209285,441,9417,149,74,1641,7610908001_Valle del Cauca_Buenaventura_Muell,BUENAVENTURA
02/11/2021,34fa9f252a10,34389,114,1176,114,40,1642,7612208001_Valle del Cauca_Caicedonia_Parque,CAICEDONIA
02/11/2021,34fa9f250860,25399,25,268,71,24,1642,7612208001_Valle del Cauca_Caicedonia_Parque,CAICEDONIA
02/11/2021,34fa9f249950,36031,45,868,82,30,1645,7613008002_Valle del Cauca_Candelaria_Poblado,CANDELARIA
02/11/2021,34fa9f24fe40,59174,124,1583,132,40,1645,7613008002_Valle del Cauca_Candelaria_Poblado,CANDELARIA
02/11/2021,34fa9f253750,138155,260,2919,171,73,1682,7689208002_Valle del Cauca_Yumbo_IMDERTY,YUMBO
02/11/2021,34fa9f248ae0,64074,262,6696,666,35,1683,7649708002_Obando_Villa Europa,OBANDO
02/11/2021,34fa9f247760,109948,513,5260,97,45,1683,7649708002_Obando_Villa Europa,OBANDO
02/11/2021,34fa9f2534a0,48925,72,798,101,44,1685,7689508001_Valle del Cauca_Zarzal_Parque san,ZARZAL
02/11/2021,34fa9f247f70,41452,51,763,111,45,1685,7689508001_Valle del Cauca_Zarzal_Parque san,ZARZAL
02/11/2021,34fa9f2446f0,25018,62,525,50,18,1691,7667008001_Valle del Cauca_San Pedro_Parque,SAN PEDRO
02/11/2021,34fa9f246090,73081,125,2978,99,32,1694,7631808001_Valle del Cauca_GuacarÃ­_Casa,GUACARÍ
02/11/2021,8c7a151ae0d0,46630,85,2423,83,28,1700,7689508002_Valle del Cauca_Zarzal_Parque,ZARZAL
02/11/2021,34fa9f248b50,87273,296,5238,114,30,1702,7689208003_Valle del Cauca_Yumbo_Polidepo,YUMBO
02/11/2021,34fa9f246fc0,104998,272,6994,102,35,1706,7682308002_Valle del Cauca_Toro_El Chanco,TORO
02/11/2021,34fa9f249860,97512,693,3402,229,71,1719,7640008003_LA UNION_SAN PEDRO,LA UNION
02/11/2021,34fa9f248790,80606,261,2045,201,71,1719,7640008003_LA UNION_SAN PEDRO,LA UNION
02/11/2021,34fa9f245e70,5468,3,16,2,2,1703,7689008002_Valle del Cauca_Yotoco_Instituto,YOTOCO
02/11/2021,34fa9f253130,1127,1,29,2,2,1730,7611308001_BUGALAGRANDE_PARQUE BARRIO COCICOI,BUGALAGRANDE
02/11/2021,34fa9f245b20,2251,1,10,8,7,1664,7652008002_Valle del Cauca_Palmira_Parque san,PALMIRA
02/11/2021,8c7a151b3df0,3319,123,199,8,6,1703,7689008002_Valle del Cauca_Yotoco_Instituto,YOTOCO
02/11/2021,34fa9f255690,6296,21,532,10,4,1700,7689508002_Valle del Cauca_Zarzal_Parque,ZARZAL
02/11/2021,34fa9f2495a0,803,1,20,13,4,1716,7640008002_LA UNION_CASA DE LA CULTURA Y ERMI,LA UNION
02/11/2021,34fa9f250430,23348,39,458,16,10,1664,7652008002_Valle del Cauca_Palmira_Parque san,PALMIRA
02/11/2021,34fa9f251150,3661,13,232,21,7,1653,7630608002_Valle del Cauca_Ginebra_Parque del,GINEBRA
02/11/2021,34fa9f2470e0,19906,13,71,21,9,1716,7640008002_LA UNION_CASA DE LA CULTURA Y ERMI,LA UNION
02/11/2021,34fa9f245430,23097,53,559,22,13,1646,7623308002_Valle del Cauca_Dagua_Parque El ll,DAGUA
02/11/2021,34fa9f245c70,3573,1,8,24,8,1706,7682308002_Valle del Cauca_Toro_El Chanco,TORO
02/11/2021,34fa9f247400,5735,33,37,25,12,1674,7683408001_Valle del Cauca_TuluÃ¡_Coliseo de F,TULUÁ
02/11/2021,34fa9f2486d0,9700,120,356,25,12,1713,7624808002_EL CERRITO_PARQUE EL PLACER,EL CERRITO
02/11/2021,34fa9f247020,22348,26,194,28,20,1686,7689208001_Valle del Cauca_Yumbo_Guadalupe,YUMBO
02/11/2021,34fa9f24f2b0,17140,74,1083,30,11,1639,7603608002_Valle del Cauca_AndalucÃ­a_Pista At,ANDALUCÃA
02/11/2021,34fa9f24fda0,31045,98,1064,34,16,1639,7603608002_Valle del Cauca_AndalucÃ­a_Pista At,ANDALUCÃA
02/11/2021,34fa9f248e20,24707,83,528,36,17,1674,7683408001_Valle del Cauca_TuluÃ¡_Coliseo de F,TULUÁ
02/11/2021,34fa9f248b40,49363,210,2439,37,24,1686,7689208001_Valle del Cauca_Yumbo_Guadalupe,YUMBO
02/11/2021,34fa9f2474f0,27354,59,1234,37,16,1713,7624808002_EL CERRITO_PARQUE EL PLACER,EL CERRITO
02/11/2021,34fa9f245040,14024,21,845,41,18,1691,7667008001_Valle del Cauca_San Pedro_Parque,SAN PEDRO
02/11/2021,34fa9f2441d0,17492,95,2235,45,10,1653,7630608002_Valle del Cauca_Ginebra_Parque del,GINEBRA
03/11/2021,34fa9f2523d0,219794,331,6204,181,98,1633,7614708001_Valle del Cauca_Cartago_Plaza de M,CARTAGO
03/11/2021,34fa9f254a60,196270,490,8384,216,87,1633,7614708001_Valle del Cauca_Cartago_Plaza de M,CARTAGO
03/11/2021,34fa9f248c40,161481,363,5400,83,64,1641,7610908001_Valle del Cauca_Buenaventura_Muell,BUENAVENTURA
03/11/2021,34fa9f249950,60376,59,832,118,35,1645,7613008002_Valle del Cauca_Candelaria_Poblado,CANDELARIA
03/11/2021,34fa9f24fe40,50606,110,1468,104,31,1645,7613008002_Valle del Cauca_Candelaria_Poblado,CANDELARIA
03/11/2021,34fa9f250430,41973,75,1423,51,21,1664,7652008002_Valle del Cauca_Palmira_Parque san,PALMIRA
